RandOrder,ID,Question,Order,Condition,Topic,Value,分類後
714,23,Q9,A,3,彼女の眼は,水たまりのようだ,名詞直喩
715,78,Q9,A,2,彼女の眼は,透明な泉のようだ,名詞直喩
716,24,Q9,A,3,彼女の眼は,ガラスのようだ,名詞直喩
717,60,Q9,A,3,彼女の眼は,美しい湖のようだ,名詞直喩
718,19,Q9,B,2,彼女の眼は,煌々都し透明だ,それ以外
719,17,Q9,B,3,彼女の眼は,光っていて遠くまで見渡している、賢い,字義
720,26,Q9,A,1,彼女の眼は,宝石のようだ,名詞直喩
721,107,Q1,A,1,この雑巾は,鼻に残る,字義
722,88,Q1,B,2,この雑巾は,触り心地が悪く、清潔でもない,字義
723,39,Q1,A,2,この雑巾は,顔をしかめてしまう,字義
724,4,Q1,A,1,この雑巾は,雨に濡れた犬のようだ,字義
725,43,Q1,A,1,この雑巾は,生ごみのようだ,名詞直喩
726,68,Q1,A,2,この雑巾は,使い古され、不快な臭いがする。,名詞直喩
727,80,Q1,A,1,この雑巾は,ヤバい,字義
728,93,Q1,A,2,この雑巾は,廃棄物だ,字義
729,124,Q1,B,1,この雑巾は,古い,名詞隠喩
730,16,Q1,B,2,この雑巾は,古めかしい,字義
731,31,Q1,B,2,この雑巾は,酷く使い古されている,字義
732,41,Q1,B,3,この雑巾は,汚物のようだ,名詞直喩
733,104,Q1,A,2,この雑巾は,ごみだ,名詞隠喩
734,26,Q1,A,1,この雑巾は,ばい菌だらけだ,字義
735,30,Q1,B,2,この雑巾は,ボロボロだ,字義
736,55,Q1,A,1,この雑巾は,ドブだ,名詞隠喩
737,47,Q1,B,3,この雑巾は,固着し、不衛生で、臭う,字義
738,116,Q1,A,3,この雑巾は,最悪だ,字義
739,85,Q1,B,1,この雑巾は,きつく絞られている,字義
740,32,Q1,B,2,この雑巾は,雨上がりの歩道のようだ,名詞直喩
741,82,Q1,A,2,この雑巾は,うんこのようだ,名詞直喩
742,77,Q1,A,3,この雑巾は,悪臭を放ち、黒ずんでいて、水分が飛んでいる。,字義
743,92,Q1,B,1,この雑巾は,しっかりしている,字義
744,87,Q1,B,3,この雑巾は,不衛生だ,字義
745,36,Q1,B,3,この雑巾は,かたまりで、汚れて、におう,字義
746,133,Q1,B,1,この雑巾は,強固だ,字義
747,102,Q1,B,1,この雑巾は,絞りにくい,字義
748,63,Q1,B,3,この雑巾は,ゴミ収集車のようだ,名詞直喩
749,91,Q1,B,2,この雑巾は,カチカチで不潔だ,字義
750,72,Q1,A,1,この雑巾は,臭う。,字義
751,99,Q1,A,3,この雑巾は,道に落ちた糞のようだ,名詞直喩
752,84,Q1,B,3,この雑巾は,使い古されている,字義
753,17,Q1,B,3,この雑巾は,そまつで汚れている,字義
754,35,Q1,B,1,この雑巾は,ゴワゴワしている。,字義
755,113,Q1,B,2,この雑巾は,ボロボロだ,字義
756,37,Q1,B,2,この雑巾は,使い古されている,字義
757,33,Q1,A,3,この雑巾は,不潔だ,字義
758,2,Q1,B,3,この雑巾は,汚らしい,字義
759,25,Q1,B,3,この雑巾は,排泄物のようだ,名詞直喩
760,98,Q1,B,2,この雑巾は,がちがちになっていて、綺麗ではない,字義
761,111,Q1,A,3,この雑巾は,異臭を放ち、不潔で、ごわごわしている,字義
762,57,Q1,A,2,この雑巾は,ゴミのようだ,名詞直喩
763,89,Q1,A,3,この雑巾は,ゴミだ,名詞隠喩
764,28,Q1,A,1,この雑巾は,生ゴミだ,名詞隠喩
765,45,Q1,B,3,この雑巾は,雨に濡れて固まった段ボールのようだ。,名詞直喩
766,23,Q1,A,3,この雑巾は,悪魔だ,名詞隠喩
767,66,Q1,B,1,この雑巾は,丈夫だ,字義
768,95,Q1,A,1,この雑巾は,嫌な臭いだ,字義
769,19,Q1,B,2,この雑巾は,手触りが悪い,字義
770,49,Q1,B,2,この雑巾は,薄汚れた塊だ,字義
771,3,Q1,B,2,この雑巾は,スクラップのようだ,名詞直喩
772,34,Q1,A,2,この雑巾は,価値がない。,字義
773,22,Q1,A,2,この雑巾は,替え時,字義
774,90,Q1,A,1,この雑巾は,臭う,字義
775,60,Q1,A,3,この雑巾は,ゴミのようだ,名詞直喩
776,100,Q1,A,2,この雑巾は,不潔だ,字義
777,56,Q1,A,3,この雑巾は,生ごみの塊のようだ,名詞直喩
778,81,Q1,A,3,この雑巾は,悪臭がし、汚れており、ごわごわする,字義
779,5,Q1,A,2,この雑巾は,ごみのようだ,名詞直喩
780,65,Q1,A,2,この雑巾は,不潔である,字義
781,62,Q1,B,3,この雑巾は,便所のようだ,名詞直喩
782,50,Q1,B,1,この雑巾は,石のようだ,名詞直喩
783,1,Q1,B,3,この雑巾は,醜悪だ,字義
784,112,Q1,B,1,この雑巾は,ごわごわしている,字義
785,97,Q1,A,3,この雑巾は,匂いがきつく、古びていて、かちこちだ,字義
786,101,Q1,B,1,この雑巾は,生地が厚い,字義
787,64,Q1,A,1,この雑巾は,鼻につく,その他隠喩
788,6,Q1,B,1,この雑巾は,ぼろぼろ,字義
789,7,Q1,A,3,この雑巾は,排泄物のようだ,名詞直喩
790,74,Q1,B,3,この雑巾は,カチカチで、見苦しく、悪臭がする,字義
791,12,Q1,B,2,この雑巾は,凍っているかのようだ,その他直喩
792,48,Q1,A,1,この雑巾は,悪臭だ,字義
793,59,Q1,B,1,この雑巾は,カチカチ,字義
794,71,Q1,A,3,この雑巾は,薄汚れている,字義
795,42,Q1,A,3,この雑巾は,悪臭がして不潔で、石のようだ,その他直喩
796,70,Q1,A,1,この雑巾は,におう,字義
797,21,Q1,A,2,この雑巾は,匂うしばっちい,字義
798,24,Q1,A,3,この雑巾は,腐っている,字義
799,83,Q1,A,1,この雑巾は,鼻につく,その他隠喩
800,15,Q1,A,1,この雑巾は,鼻が曲がりそうだ,その他隠喩
801,9,Q1,B,1,この雑巾は,強い,字義
802,53,Q1,B,1,この雑巾は,石のようだ,名詞直喩
803,51,Q1,A,2,この雑巾は,汚泥のようだ,名詞直喩
804,27,Q1,B,1,この雑巾は,石のようだ,名詞直喩
805,78,Q1,A,2,この雑巾は,異臭を放ち汚れている,字義
806,69,Q1,B,3,この雑巾は,牛乳を拭いたままのようだ,その他直喩
807,14,Q1,B,2,この雑巾は,使い干されている,字義
808,52,Q1,B,2,この雑巾は,汚物のようだ,名詞直喩
809,38,Q1,A,2,この雑巾は,ひどい匂いで不潔,字義
810,44,Q1,B,3,この雑巾は,不快感しかない,字義
811,85,Q10,B,1,彼の唇（くちびる）は,濡れている,字義
812,59,Q10,B,1,彼の唇（くちびる）は,濡れている,字義
813,16,Q10,B,2,彼の唇（くちびる）は,厚く濡れている,字義
814,89,Q10,A,3,彼の唇（くちびる）は,不快だ,字義
815,95,Q10,A,1,彼の唇（くちびる）は,不快だ,字義
816,2,Q10,B,3,彼の唇（くちびる）は,不快だ,字義
817,18,Q10,A,3,彼の唇（くちびる）は,薄気味悪く、たらこのよう,その他直喩
818,86,Q10,B,3,彼の唇（くちびる）は,湿地帯のようだ,名詞直喩
819,62,Q10,B,3,彼の唇（くちびる）は,分厚くヌメヌメしており、生理的に受け付けない,字義
820,24,Q10,A,3,彼の唇（くちびる）は,タコのようだ,名詞直喩
821,82,Q10,A,2,彼の唇（くちびる）は,醜くタラコのようだ,その他直喩
822,93,Q10,A,2,彼の唇（くちびる）は,ナマコのようだ,名詞直喩
823,135,Q10,B,1,彼の唇（くちびる）は,潤っている,字義
824,28,Q10,A,1,彼の唇（くちびる）は,おぞましい,字義
825,7,Q10,A,3,彼の唇（くちびる）は,ヒルのようだ,名詞直喩
826,26,Q10,A,1,彼の唇（くちびる）は,吐きそうだ,その他直喩
827,9,Q10,B,1,彼の唇（くちびる）は,濡れている,字義
828,3,Q10,B,2,彼の唇（くちびる）は,肉厚のしいたけのようだ,名詞直喩
829,65,Q10,A,2,彼の唇（くちびる）は,醜く膨れている,字義
830,69,Q10,B,3,彼の唇（くちびる）は,ナマコのようだ,名詞直喩
831,40,Q10,A,1,彼の唇（くちびる）は,おぞましい,字義
832,77,Q10,A,3,彼の唇（くちびる）は,気味悪く、膨張していて、じめじめしている,字義
833,107,Q10,A,1,彼の唇（くちびる）は,気色が悪い,字義
834,11,Q10,A,3,彼の唇（くちびる）は,死んだなめくじだ,名詞隠喩
835,64,Q10,A,1,彼の唇（くちびる）は,ナマコみたい,名詞直喩
836,92,Q10,B,1,彼の唇（くちびる）は,潤っている,字義
837,13,Q10,B,3,彼の唇（くちびる）は,分厚い明太子,名詞隠喩
838,49,Q10,B,2,彼の唇（くちびる）は,たらこのようだ,名詞直喩
839,75,Q10,A,3,彼の唇（くちびる）は,なまこだ,名詞隠喩
840,27,Q10,B,1,彼の唇（くちびる）は,濡れている,字義
841,78,Q10,A,2,彼の唇（くちびる）は,不気味でタラコのようだ,その他直喩
842,33,Q10,A,3,彼の唇（くちびる）は,タピオカのようだ,名詞直喩
843,96,Q10,A,2,彼の唇（くちびる）は,タラコ唇だ,名詞隠喩
844,36,Q10,B,3,彼の唇（くちびる）は,濡れており、厚みをもち、気色悪い,字義
845,19,Q10,B,2,彼の唇（くちびる）は,なめくじのようだ,名詞直喩
846,108,Q10,B,1,彼の唇（くちびる）は,光っている,字義
847,5,Q10,A,2,彼の唇（くちびる）は,なめくじのようだ,名詞直喩
848,67,Q10,A,2,彼の唇（くちびる）は,たらこのようだ,名詞直喩
849,1,Q10,B,3,彼の唇（くちびる）は,生き物のようだ,名詞直喩
850,80,Q10,A,1,彼の唇（くちびる）は,嫌悪感を覚える,字義
851,42,Q10,A,3,彼の唇（くちびる）は,不気味で、肉厚で、じめじめしている,字義
852,39,Q10,A,2,彼の唇（くちびる）は,出来物のように腫れている,その他直喩
853,111,Q10,A,3,彼の唇（くちびる）は,不快で、ぽってりしていて、濡れている,字義
854,55,Q10,A,1,彼の唇（くちびる）は,不気味だ,字義
855,60,Q10,A,3,彼の唇（くちびる）は,ナメクジみたいだ,名詞直喩
856,88,Q10,B,2,彼の唇（くちびる）は,潤っており、柔らかそうな厚みがある,字義
857,54,Q10,B,2,彼の唇（くちびる）は,ふっくらしている,字義
858,29,Q10,A,2,彼の唇（くちびる）は,不気味で肉感が凄い,字義
859,100,Q10,A,2,彼の唇（くちびる）は,グロテスクだ,字義
860,21,Q10,A,2,彼の唇（くちびる）は,形が悪く厚みがある,字義
861,51,Q10,A,2,彼の唇（くちびる）は,醜く、でっぷりとしている,字義
862,12,Q10,B,2,彼の唇（くちびる）は,潤っている,字義
863,46,Q10,A,1,彼の唇（くちびる）は,蛭のようだ,名詞直喩
864,133,Q10,B,1,彼の唇（くちびる）は,濡れている,字義
865,25,Q10,B,3,彼の唇（くちびる）は,ブヨブヨしていて抵抗がある,字義
866,44,Q10,B,3,彼の唇（くちびる）は,なめこのようだ,名詞直喩
867,47,Q10,B,3,彼の唇（くちびる）は,濡れていて、太く、不快だ,字義
868,17,Q10,B,3,彼の唇（くちびる）は,潤いがあり、肥っておりおぞましい,字義
869,71,Q10,A,3,彼の唇（くちびる）は,まるでナマコのようだ,名詞直喩
870,10,Q10,B,3,彼の唇（くちびる）は,汚い,字義
871,124,Q10,B,1,彼の唇（くちびる）は,潤っている,字義
872,48,Q10,A,1,彼の唇（くちびる）は,気味が悪い,字義
873,76,Q10,B,1,彼の唇（くちびる）は,潤っている。,字義
874,73,Q10,A,1,彼の唇（くちびる）は,嫌だ,字義
875,15,Q10,A,1,彼の唇（くちびる）は,薄気味悪い,字義
876,103,Q10,A,2,彼の唇（くちびる）は,不快で、お化けみたい,その他直喩
877,20,Q10,B,2,彼の唇（くちびる）は,濡れているようで、ふっくらとしている,字義
878,91,Q10,B,2,彼の唇（くちびる）は,しっとりとしていて、肉厚だ,字義
879,97,Q10,A,3,彼の唇（くちびる）は,不愉快であり、まるでたらこのようだし、濡れている,その他直喩
880,68,Q10,A,2,彼の唇（くちびる）は,色の悪い鱈子のようだ。,名詞直喩
881,37,Q10,B,2,彼の唇（くちびる）は,たらこのようだ,名詞直喩
882,112,Q10,B,1,彼の唇（くちびる）は,ヒルのようだ,名詞直喩
883,79,Q10,B,2,彼の唇（くちびる）は,潤っており、厚みがある,字義
884,116,Q10,A,3,彼の唇（くちびる）は,不気味だ,字義
885,14,Q10,B,2,彼の唇（くちびる）は,たらこ唇だ,名詞隠喩
886,102,Q10,B,1,彼の唇（くちびる）は,潤っている,字義
887,104,Q10,A,2,彼の唇（くちびる）は,なまこのよう,名詞直喩
888,74,Q10,B,3,彼の唇（くちびる）は,べちょっと濡れており、ぼってりしていて、気色悪い,字義
889,58,Q10,B,3,彼の唇（くちびる）は,濡れ、ぽってりとして、見てられない,字義
890,30,Q10,B,2,彼の唇（くちびる）は,石原さとみだ,名詞隠喩
891,81,Q10,A,3,彼の唇（くちびる）は,見た目が悪く、無様で、湿っている,字義
892,136,Q10,B,1,彼の唇（くちびる）は,潤っている,字義
893,32,Q10,B,2,彼の唇（くちびる）は,なまのたらこのようだ,名詞直喩
894,113,Q10,B,2,彼の唇（くちびる）は,たらこのようだ,名詞直喩
895,4,Q10,A,1,彼の唇（くちびる）は,見るに堪えない,字義
896,53,Q10,B,1,彼の唇（くちびる）は,潤っている,字義
897,87,Q10,B,3,彼の唇（くちびる）は,カエルのようで苦手だ,その他直喩
898,66,Q10,B,1,彼の唇（くちびる）は,濡れている,字義
899,70,Q10,A,1,彼の唇（くちびる）は,不気味だ,字義
900,61,Q10,A,1,彼の唇（くちびる）は,不健康そうだ,字義
901,133,Q11,B,2,彼女の笑顔は,最高で、癒される,字義
902,80,Q11,A,2,彼女の笑顔は,お日様だ,名詞隠喩
903,42,Q11,A,1,彼女の笑顔は,花のようだ,名詞直喩
904,34,Q11,A,3,彼女の笑顔は,太陽だ。,名詞隠喩
905,18,Q11,A,1,彼女の笑顔は,芸術品のようだ,名詞直喩
906,75,Q11,A,1,彼女の笑顔は,ビーナスだ,名詞隠喩
907,30,Q11,B,3,彼女の笑顔は,人々を幸せにする,字義
908,40,Q11,A,2,彼女の笑顔は,花火のようだ,名詞直喩
909,9,Q11,B,2,彼女の笑顔は,美しく、聡明だ,字義
910,116,Q11,A,1,彼女の笑顔は,綺麗,字義
911,3,Q11,B,3,彼女の笑顔は,愛おしい,字義
912,78,Q11,A,3,彼女の笑顔は,麗しく、太陽であり花であった,その他隠喩
913,93,Q11,A,3,彼女の笑顔は,虹のようだ,名詞直喩
914,92,Q11,B,2,彼女の笑顔は,はじけるようだ,字義
915,70,Q11,A,2,彼女の笑顔は,宝石のように光輝いている,その他直喩
916,12,Q11,B,3,彼女の笑顔は,太陽のように素晴らしい,その他直喩
917,73,Q11,A,2,彼女の笑顔は,ひまわりの様だ,名詞直喩
918,52,Q11,B,3,彼女の笑顔は,舞台のようだ,名詞直喩
919,100,Q11,A,3,彼女の笑顔は,人を幸せにする,字義
920,71,Q11,A,1,彼女の笑顔は,鮮やかだ,字義
921,84,Q11,B,1,彼女の笑顔は,太陽だ,名詞隠喩
922,13,Q11,B,1,彼女の笑顔は,かわいい,字義
923,7,Q11,A,1,彼女の笑顔は,きれいだ,字義
924,33,Q11,A,1,彼女の笑顔は,眩い,その他隠喩
925,95,Q11,A,2,彼女の笑顔は,花のようだ,名詞直喩
926,29,Q11,A,3,彼女の笑顔は,大輪の花のようだ,名詞直喩
927,68,Q11,A,3,彼女の笑顔は,健やかで、五月晴れの空を思わせる。,その他直喩
928,17,Q11,B,1,彼女の笑顔は,大造りだ,字義
929,72,Q11,A,2,彼女の笑顔は,満月のようだ。,名詞直喩
930,101,Q11,B,2,彼女の笑顔は,花のようだ,名詞直喩
931,25,Q11,B,1,彼女の笑顔は,バラのようだ,名詞直喩
932,59,Q11,B,2,彼女の笑顔は,煌びやかで、眩しい,その他隠喩
933,79,Q11,B,3,彼女の笑顔は,きらびやかで、陽気で、きれい,字義
934,66,Q11,B,2,彼女の笑顔は,麗らかで、晴れやか,字義
935,67,Q11,A,3,彼女の笑顔は,太陽のようだ,名詞直喩
936,43,Q11,A,2,彼女の笑顔は,太陽のようだ,名詞直喩
937,26,Q11,A,2,彼女の笑顔は,花のように可憐だ,その他直喩
938,4,Q11,A,2,彼女の笑顔は,満開の花のようだ,名詞直喩
939,113,Q11,B,3,彼女の笑顔は,花のようだ,名詞直喩
940,87,Q11,B,1,彼女の笑顔は,場を和ませる,字義
941,74,Q11,B,1,彼女の笑顔は,輝かしい,その他隠喩
942,11,Q11,A,1,彼女の笑顔は,うっとり,字義
943,112,Q11,B,2,彼女の笑顔は,太陽のようだ,名詞直喩
944,57,Q11,A,3,彼女の笑顔は,バラのようだ,名詞直喩
945,94,Q11,B,3,彼女の笑顔は,かわいい,字義
946,41,Q11,B,1,彼女の笑顔は,ひまわりのようだ,名詞直喩
947,135,Q11,B,2,彼女の笑顔は,ヒマワリのようだ,名詞直喩
948,91,Q11,B,3,彼女の笑顔は,ひときわ目立ち、輝いて、見とれる,その他隠喩
949,102,Q11,B,2,彼女の笑顔は,天使のようだ,名詞直喩
950,47,Q11,B,1,彼女の笑顔は,綺麗だ,字義
951,46,Q11,A,2,彼女の笑顔は,晴れた空のようだ,名詞直喩
952,108,Q11,B,2,彼女の笑顔は,ひまわりのようだ,名詞直喩
953,37,Q11,B,3,彼女の笑顔は,ひまわりのようだ,名詞直喩
954,2,Q11,B,1,彼女の笑顔は,明るい,字義
955,69,Q11,B,1,彼女の笑顔は,ひまわりだ,名詞隠喩
956,60,Q11,A,1,彼女の笑顔は,花のようだ,名詞直喩
957,83,Q11,A,2,彼女の笑顔は,太陽だ,名詞隠喩
958,90,Q11,A,2,彼女の笑顔は,元気が出る,字義
959,85,Q11,B,2,彼女の笑顔は,太陽だ,名詞隠喩
960,64,Q11,A,2,彼女の笑顔は,ひまわりだ,名詞隠喩
961,35,Q11,B,2,彼女の笑顔は,元気である。,字義
962,54,Q11,B,3,彼女の笑顔は,花のようだ,名詞直喩
963,21,Q11,A,3,彼女の笑顔は,まぶしくて素敵だ,字義
964,89,Q11,A,1,彼女の笑顔は,素敵だ,字義
965,27,Q11,B,2,彼女の笑顔は,花のようだ,名詞直喩
966,98,Q11,B,3,彼女の笑顔は,周りまで幸せにしてくれる。,字義
967,22,Q11,A,3,彼女の笑顔は,天使,名詞隠喩
968,99,Q11,A,1,彼女の笑顔は,癒しだ,字義
969,23,Q11,A,1,彼女の笑顔は,花のようだ,名詞直喩
970,48,Q11,A,2,彼女の笑顔は,太陽のようだ,名詞直喩
971,36,Q11,B,1,彼女の笑顔は,爽やかだ,字義
972,6,Q11,B,2,彼女の笑顔は,眩しくて愛くるしい,その他隠喩
973,31,Q11,B,3,彼女の笑顔は,天使のようだ,名詞直喩
974,51,Q11,A,3,彼女の笑顔は,太陽のようだ,名詞直喩
975,81,Q11,A,1,彼女の笑顔は,麗しい,字義
976,1,Q11,B,1,彼女の笑顔は,明るい,字義
977,61,Q11,A,2,彼女の笑顔は,向日葵のようだ,名詞直喩
978,104,Q11,A,3,彼女の笑顔は,人を魅了する,字義
979,20,Q11,B,3,彼女の笑顔は,魅力的で、ニコニコしていて、可憐だ,字義
980,136,Q11,B,2,彼女の笑顔は,スター性がある,字義
981,39,Q11,A,3,彼女の笑顔は,春の日差しのようだ,名詞直喩
982,63,Q11,B,1,彼女の笑顔は,ステージの上のようだ,名詞直喩
983,62,Q11,B,1,彼女の笑顔は,薔薇の花束のようだ,名詞直喩
984,38,Q11,A,3,彼女の笑顔は,麗しく、綺羅びやかで華々しい,字義
985,86,Q11,B,1,彼女の笑顔は,都心の街並みみたいだ,名詞直喩
986,5,Q11,A,3,彼女の笑顔は,バラの花のようだ,名詞直喩
987,56,Q11,A,1,彼女の笑顔は,花のようだ,名詞直喩
988,88,Q11,B,3,彼女の笑顔は,チャーミングで、周りに光をともすようだ,その他直喩
989,14,Q11,B,3,彼女の笑顔は,愛くるしい,字義
990,111,Q11,A,1,彼女の笑顔は,綺麗だ,字義
991,58,Q12,B,1,彼の心臓は,寿命がある,字義
992,66,Q12,B,2,彼の心臓は,そのうちじっとして、明確だ,字義
993,32,Q12,B,3,彼の心臓は,自動ピアノだ,名詞隠喩
994,96,Q12,A,3,彼の心臓は,大きなのっぽの古時計のようだ,名詞直喩
995,1,Q12,B,1,彼の心臓は,有限ではない,字義
996,84,Q12,B,1,彼の心臓は,手巻き時計,名詞隠喩
997,9,Q12,B,2,彼の心臓は,やがて停止し、確実だ,字義
998,87,Q12,B,1,彼の心臓は,役目を終える,字義
999,13,Q12,B,1,彼の心臓は,動き続けない,字義
1000,42,Q12,A,1,彼の心臓は,メトロノームのようだ,名詞直喩
1001,43,Q12,A,2,彼の心臓は,時計のようだ,名詞直喩
1002,82,Q12,A,3,彼の心臓は,ぜんまい時計のようだ,名詞直喩
1003,74,Q12,B,1,彼の心臓は,そのうち動かなくなる,字義
1004,133,Q12,B,2,彼の心臓は,停止し、間違いない,字義
1005,76,Q12,B,2,彼の心臓は,永遠に動き続けることはなく、間違いがない,字義
1006,124,Q12,B,2,彼の心臓は,いずれ動かなくなり、精密だ,字義
1007,5,Q12,A,3,彼の心臓は,ぜんまい時計のようだ,名詞直喩
1008,89,Q12,A,1,彼の心臓は,メトロノームだ,名詞隠喩
1009,62,Q12,B,1,彼の心臓は,いつか活動を停止する,字義
1010,44,Q12,B,1,彼の心臓は,動かなくなる,字義
1011,113,Q12,B,3,彼の心臓は,人生の生命線だ,名詞隠喩
1012,28,Q12,A,2,彼の心臓は,その音に乱れがない,字義
1013,91,Q12,B,3,彼の心臓は,やがて静まり、時計の針のように、決まった拍子を奏でる,その他直喩
1014,75,Q12,A,1,彼の心臓は,単調だ,字義
1015,83,Q12,A,2,彼の心臓は,ビートのようだ,名詞直喩
1016,68,Q12,A,3,彼の心臓は,時計の秒針のごとく鼓動し、いずれはその役目を終える。,その他直喩
1017,48,Q12,A,2,彼の心臓は,正確なリズムで刻んでいる,字義
1018,51,Q12,A,3,彼の心臓は,時計のようなものだ,名詞直喩
1019,40,Q12,A,2,彼の心臓は,メトロノームのようだ,名詞直喩
1020,135,Q12,B,2,彼の心臓は,手巻き時計のようだ,名詞直喩
1021,78,Q12,A,3,彼の心臓は,時計のように精密だが、やがて動かなくなる時がくる,その他直喩
1022,59,Q12,B,2,彼の心臓は,やがて音がしなくなり、正しい時を刻む,字義
1023,54,Q12,B,3,彼の心臓は,コンスタントに動く,字義
1024,65,Q12,A,3,彼の心臓は,規則的に動き続けているが、やがて停止する,字義
1025,56,Q12,A,1,彼の心臓は,時計の針の音のようだ,名詞直喩
1026,111,Q12,A,1,彼の心臓は,常に同じ鼓動を打つ,字義
1027,25,Q12,B,1,彼の心臓は,永遠ではない,字義
1028,88,Q12,B,3,彼の心臓は,そのうち停止するが、確実に、彼のペースで進む,字義
1029,90,Q12,A,2,彼の心臓は,時計のようだ,名詞直喩
1030,108,Q12,B,2,彼の心臓は,ストップウォッチのようだ,名詞直喩
1031,35,Q12,B,2,彼の心臓は,しっかり機能している。,名詞直喩
1032,73,Q12,A,2,彼の心臓は,時計のようだ,名詞直喩
1033,37,Q12,B,3,彼の心臓は,生きている,字義
1034,80,Q12,A,2,彼の心臓は,健康的に鼓動している,字義
1035,45,Q12,B,1,彼の心臓は,永遠に動くことは出来ない,字義
1036,50,Q12,B,2,彼の心臓は,時計の秒針のようだ,名詞直喩
1037,70,Q12,A,2,彼の心臓は,メトロノームだ,名詞隠喩
1038,52,Q12,B,3,彼の心臓は,時計のようだ,名詞直喩
1039,55,Q12,A,2,彼の心臓は,時計だ,名詞隠喩
1040,7,Q12,A,1,彼の心臓は,時計のようだ,名詞直喩
1041,21,Q12,A,3,彼の心臓は,リズミカルにコンスタントに動き、やがて動かなくなる,字義
1042,64,Q12,A,2,彼の心臓は,メトロノームだ,名詞隠喩
1043,79,Q12,B,3,彼の心臓は,将来、終わりの時を迎え、メトロノームのようだ,その他直喩
1044,93,Q12,A,3,彼の心臓は,時計のようだ,名詞直喩
1045,94,Q12,B,3,彼の心臓は,安定している,字義
1046,16,Q12,B,3,彼の心臓は,的確に動きいずれ止まる,字義
1047,31,Q12,B,3,彼の心臓は,電池式の時計のようだ,名詞直喩
1048,38,Q12,A,3,彼の心臓は,定期的に緻密に動きいずれ停止する,字義
1049,49,Q12,B,3,彼の心臓は,メトロノームのようだ,名詞直喩
1050,72,Q12,A,2,彼の心臓は,適切に動く。,字義
1051,107,Q12,A,2,彼の心臓は,均等な音をたて、狂いがない,字義
1052,57,Q12,A,3,彼の心臓は,手巻き時計のようだ,名詞直喩
1053,12,Q12,B,3,彼の心臓は,ねじ巻き時計のようだ,名詞直喩
1054,46,Q12,A,2,彼の心臓は,メトロノームのようだ,名詞直喩
1055,95,Q12,A,2,彼の心臓は,メトロノームのようだ,名詞直喩
1056,102,Q12,B,2,彼の心臓は,確かなリズムを刻み、そして刻み終える,字義
1057,104,Q12,A,3,彼の心臓は,いつか止まるメトロノーム,名詞隠喩
1058,67,Q12,A,3,彼の心臓は,刻一刻と死に近づいている,字義
1059,36,Q12,B,1,彼の心臓は,きっと動かない,字義
1060,33,Q12,A,1,彼の心臓は,正しく動いている,字義
1061,27,Q12,B,2,彼の心臓は,確実に終わりを迎える,字義
1062,136,Q12,B,2,彼の心臓は,正常ではあるがこの先動かなくなる,字義
1063,101,Q12,B,2,彼の心臓は,時計のようだ,名詞直喩
1064,97,Q12,A,1,彼の心臓は,どくどくと安定して動いている,字義
1065,63,Q12,B,1,彼の心臓は,ゼンマイ式の人形だ,名詞隠喩
1066,71,Q12,A,1,彼の心臓は,規則正しく動く,字義
1067,92,Q12,B,2,彼の心臓は,ネジ巻時計,名詞隠喩
1068,29,Q12,A,3,彼の心臓は,電池式の時計のようだ,名詞直喩
1069,2,Q12,B,1,彼の心臓は,機能しなくなる,字義
1070,20,Q12,B,3,彼の心臓は,ずっと動き続けるのではなく、間違うことなく、決まった速度で動く,字義
1071,100,Q12,A,3,彼の心臓は,正常だ,字義
1072,23,Q12,A,1,彼の心臓は,メトロノームだ,名詞隠喩
1073,86,Q12,B,1,彼の心臓は,ろうそくの火のようだ,名詞直喩
1074,60,Q12,A,1,彼の心臓は,メトロノームのようだ,名詞直喩
1075,30,Q12,B,3,彼の心臓は,メトロノームだ,名詞隠喩
1076,24,Q12,A,1,彼の心臓は,規則正いく動いている,字義
1077,11,Q12,A,1,彼の心臓は,メトロノーム,名詞隠喩
1078,116,Q12,A,1,彼の心臓は,適切だ,字義
1079,99,Q12,A,1,彼の心臓は,電車のようだ,名詞直喩
1080,69,Q12,B,1,彼の心臓は,ゼンマイ仕掛けだ,その他隠喩
1081,57,Q13,A,3,あの麦畑は,大海原だ,名詞隠喩
1082,70,Q13,A,2,あの麦畑は,海のようだ,名詞直喩
1083,62,Q13,B,1,あの麦畑は,風によって揺られている,字義
1084,66,Q13,B,2,あの麦畑は,どこまでも続く,字義
1085,124,Q13,B,2,あの麦畑は,風に揺られ、豊かだ,字義
1086,83,Q13,A,2,あの麦畑は,海原のようだ,名詞直喩
1087,34,Q13,A,3,あの麦畑は,津波のようだ。,名詞直喩
1088,68,Q13,A,3,あの麦畑は,豊かに実をつけ、金色の大海原のようだ。,その他直喩
1089,100,Q13,A,3,あの麦畑は,海のようだ,名詞直喩
1090,10,Q13,B,1,あの麦畑は,穏やかだ,字義
1091,60,Q13,A,1,あの麦畑は,海のような,名詞直喩
1092,56,Q13,A,1,あの麦畑は,そよ風になびいている,字義
1093,79,Q13,B,3,あの麦畑は,はためき、広大で、うねる,字義
1094,87,Q13,B,1,あの麦畑は,波打つ,その他隠喩
1095,84,Q13,B,1,あの麦畑は,波のようだ,名詞直喩
1096,71,Q13,A,1,あの麦畑は,たおやかに揺れる,字義
1097,112,Q13,B,2,あの麦畑は,海のようだ,名詞直喩
