Order_new,ID,Question,Condition,Topic,Value,分類後
769,85,Q15,2,彼女の子猫は,猫可愛がりされている,字義
770,86,Q15,3,彼女の子猫は,女王の様だ,名詞直喩
771,87,Q15,3,彼女の子猫は,お姫様のようだ,名詞直喩
772,88,Q15,1,彼女の子猫は,愛らしい,字義
773,89,Q15,3,彼女の子猫は,愛らしく、大事にされており、勝手だ,字義
774,90,Q15,2,彼女の子猫は,キュートで、愛されている,字義
775,91,Q15,3,彼女の子猫は,お姫様だ,名詞隠喩
776,92,Q15,2,彼女の子猫は,箱入り娘の様だ,名詞直喩
777,93,Q15,2,彼女の子猫は,自分の子供のように扱われている,その他隠喩
778,94,Q15,1,彼女の子猫は,人気がある,字義
779,95,Q15,1,彼女の子猫は,愛くるしい,字義
780,96,Q15,3,彼女の子猫は,勝手気ままだ,字義
781,97,Q15,1,彼女の子猫は,キュート,字義
782,98,Q15,1,彼女の子猫は,ぬいぐるみのようだ,名詞直喩
783,99,Q15,1,彼女の子猫は,天使だ,名詞隠喩
784,100,Q15,1,彼女の子猫は,愛くるしい,字義
785,101,Q15,3,彼女の子猫は,大切に育てられているせいか、言うことを聞かないが、かわいい,字義
786,102,Q15,1,彼女の子猫は,愛らしい,字義
787,103,Q15,3,彼女の子猫は,愛おしく、大事にされていて、優柔不断だ,字義
788,104,Q15,2,彼女の子猫は,宝物だ,名詞隠喩
789,105,Q15,3,彼女の子猫は,一人っ子のようだ,名詞直喩
790,106,Q15,1,彼女の子猫は,きゅんとする,字義
791,107,Q15,2,彼女の子猫は,愛くるしくて後生大事にされている,字義
792,108,Q15,2,彼女の子猫は,我が子のようだ,名詞直喩
793,109,Q15,2,彼女の子猫は,愛されている,字義
794,111,Q15,2,彼女の子猫は,チャーミングで大事にされている,字義
795,116,Q15,2,彼女の子猫は,いじらしく、可愛がられている,字義
796,117,Q15,2,彼女の子猫は,愛らしく宝物のように扱われている,その他直喩
797,123,Q15,1,彼女の子猫は,まるでぬいぐるみのようだ,名詞直喩
798,127,Q15,1,彼女の子猫は,愛らしい,字義
799,1,Q16,3,この楽譜は,難解だ,字義
800,2,Q16,3,この楽譜は,苦難だ,字義
801,3,Q16,3,この楽譜は,難解だ,字義
802,4,Q16,3,この楽譜は,難解だ,字義
803,5,Q16,3,この楽譜は,呪文が書かれているように思える,その他直喩
804,6,Q16,1,この楽譜は,ちんぷんかんぷんだ,字義
805,7,Q16,2,この楽譜は,暗号のようだ,名詞直喩
806,8,Q16,3,この楽譜は,難解だ,字義
807,9,Q16,1,この楽譜は,複雑だ,字義
808,10,Q16,1,この楽譜は,難問だ,名詞隠喩
809,11,Q16,2,この楽譜は,難解だ,字義
810,12,Q16,2,この楽譜は,理解できない,字義
811,13,Q16,3,この楽譜は,悪魔だ,名詞隠喩
812,14,Q16,2,この楽譜は,暗号のようだ,名詞直喩
813,15,Q16,2,この楽譜は,暗号だ,名詞隠喩
814,16,Q16,2,この楽譜は,ぐちゃぐちゃだ,字義
815,17,Q16,1,この楽譜は,意味不明だ,字義
816,18,Q16,3,この楽譜は,大変難解で読む事ができない,字義
817,19,Q16,1,この楽譜は,理解不能だ。,字義
818,20,Q16,1,この楽譜は,読めない,字義
819,21,Q16,1,この楽譜は,解読不能だ,字義
820,22,Q16,3,この楽譜は,難解だ,字義
821,23,Q16,1,この楽譜は,難しい,字義
822,24,Q16,1,この楽譜は,難解だ,字義
823,25,Q16,3,この楽譜は,哲学書のように難解だ,その他直喩
824,26,Q16,2,この楽譜は,難しい,字義
825,27,Q16,1,この楽譜は,難しい,字義
826,28,Q16,2,この楽譜は,譜面を読むことができない,字義
827,29,Q16,3,この楽譜は,イラつく,字義
828,30,Q16,2,この楽譜は,何を表しているのかわからない,字義
829,31,Q16,1,この楽譜は,つかめない,その他隠喩
830,32,Q16,3,この楽譜は,理解しにくい,字義
831,33,Q16,3,この楽譜は,難解だ,字義
832,34,Q16,1,この楽譜は,ちんぷんかんぷんだ,字義
833,35,Q16,3,この楽譜は,暗号のようだ,名詞直喩
834,36,Q16,1,この楽譜は,理解不能だ,字義
835,37,Q16,3,この楽譜は,理解ができずに読むこともできずに難易度が高い,字義
836,38,Q16,1,この楽譜は,難解だ,字義
837,39,Q16,2,この楽譜は,難易度が高い,字義
838,40,Q16,2,この楽譜は,難解だ,字義
839,41,Q16,1,この楽譜は,理解できない。,字義
840,42,Q16,3,この楽譜は,解読不能だ,字義
841,43,Q16,2,この楽譜は,記号のようだ,名詞直喩
842,44,Q16,3,この楽譜は,読みずらい。,字義
843,45,Q16,3,この楽譜は,難解で、解読できず、表現しにくい,字義
844,46,Q16,3,この楽譜は,難解だ,字義
845,47,Q16,2,この楽譜は,理解不能だ,字義
846,48,Q16,2,この楽譜は,無用の長物だ,その他隠喩
847,49,Q16,2,この楽譜は,難しく、分からない,字義
848,50,Q16,2,この楽譜は,解読不可能である,字義
849,51,Q16,2,この楽譜は,難解だ,字義
850,52,Q16,1,この楽譜は,理解できない,字義
851,53,Q16,1,この楽譜は,迷宮だ,名詞隠喩
852,54,Q16,3,この楽譜は,何が書いてあるのか理解不可能だ,字義
853,55,Q16,1,この楽譜は,理解できない,字義
854,56,Q16,2,この楽譜は,意味不明で、解読不可能だ,字義
855,57,Q16,2,この楽譜は,解読不能だ,字義
856,58,Q16,2,この楽譜は,意味不明で、演奏できない,字義
857,59,Q16,3,この楽譜は,理解できない,字義
858,60,Q16,1,この楽譜は,難解だ,字義
859,61,Q16,2,この楽譜は,難しく理解できない,字義
860,62,Q16,3,この楽譜は,難解だ,字義
861,63,Q16,1,この楽譜は,パズルのようだ,名詞直喩
862,64,Q16,2,この楽譜は,難しい,字義
863,65,Q16,1,この楽譜は,ミミズのようだ,名詞直喩
864,66,Q16,2,この楽譜は,迷路だ,名詞隠喩
865,67,Q16,3,この楽譜は,理解できず、読解できず、レベルが高い,その他隠喩
866,68,Q16,3,この楽譜は,暗号だ。,名詞隠喩
867,69,Q16,3,この楽譜は,おたまじゃくしが泳いでいるようだ。,その他直喩
868,70,Q16,3,この楽譜は,難解で頭が痛い,その他隠喩
869,71,Q16,1,この楽譜は,暗号のようだ,名詞直喩
870,72,Q16,1,この楽譜は,難解だ。,字義
871,73,Q16,2,この楽譜は,ちんぷんかんぷんだ,字義
872,74,Q16,2,この楽譜は,チンプンカンプンだ,字義
873,75,Q16,1,この楽譜は,難解だ,字義
874,76,Q16,3,この楽譜は,理解できず、勉強不足で、理解に苦しむ,字義
875,77,Q16,1,この楽譜は,理解不能,字義
876,78,Q16,3,この楽譜は,難解だ,字義
877,79,Q16,2,この楽譜は,難しい,字義
878,80,Q16,3,この楽譜は,理解できないで解読できず、難解だ,字義
879,81,Q16,2,この楽譜は,理解できず、解読できない,字義
880,82,Q16,1,この楽譜は,意味不明である,字義
881,83,Q16,3,この楽譜は,理解できず、難解だ,字義
882,84,Q16,1,この楽譜は,読めない記号だ,字義
883,85,Q16,2,この楽譜は,判読不能だ,字義
884,86,Q16,3,この楽譜は,難解だ,字義
885,87,Q16,3,この楽譜は,難解なパズルだ,名詞隠喩
886,88,Q16,1,この楽譜は,ぴんとこない,字義
887,89,Q16,3,この楽譜は,理解できず、読み辛く、難解だ,字義
888,90,Q16,2,この楽譜は,難解で、理解できない,字義
889,91,Q16,3,この楽譜は,難解だ,字義
890,92,Q16,2,この楽譜は,暗号だ,名詞隠喩
891,93,Q16,2,この楽譜は,難しい,字義
892,94,Q16,1,この楽譜は,演奏不可能だ,字義
893,95,Q16,1,この楽譜は,難解だ,字義
894,96,Q16,3,この楽譜は,難解だ,字義
895,97,Q16,1,この楽譜は,読めない,字義
896,98,Q16,1,この楽譜は,暗号のようだ,名詞直喩
897,99,Q16,1,この楽譜は,理解できない,字義
898,100,Q16,1,この楽譜は,簡単には演奏できそうもないほど難解だ,字義
899,101,Q16,3,この楽譜は,見たことのないよう内容で解読するのが困難だ,字義
900,102,Q16,1,この楽譜は,理解できない,字義
901,103,Q16,3,この楽譜は,解読不能で難解だ,字義
902,104,Q16,2,この楽譜は,暗号のようだ,名詞直喩
903,105,Q16,3,この楽譜は,解読できない,字義
904,106,Q16,1,この楽譜は,理解できない,字義
905,107,Q16,2,この楽譜は,理解不能でわからない,字義
906,108,Q16,2,この楽譜は,暗号だ,名詞隠喩
907,109,Q16,2,この楽譜は,難しい,字義
908,111,Q16,2,この楽譜は,読むのが難しい,字義
909,116,Q16,2,この楽譜は,難解で、判読出来ない,字義
910,117,Q16,2,この楽譜は,難しくわからない,字義
911,123,Q16,1,この楽譜は,判別不能だ,字義
912,127,Q16,1,この楽譜は,不明だ,字義
913,1,Q17,3,あの煙突は,どんよりしている,字義
914,2,Q17,3,あの煙突は,シンボルだ,字義
915,3,Q17,3,あの煙突は,山のようだ,名詞直喩
916,4,Q17,3,あの煙突は,ビルのようだ,名詞直喩
917,5,Q17,3,あの煙突は,大きな柱だ,字義
918,6,Q17,1,あの煙突は,ふわふわしてる,字義
919,7,Q17,2,あの煙突は,電柱のようだ,名詞直喩
920,8,Q17,3,あの煙突は,グレーでスッとそびえている,字義
921,9,Q17,1,あの煙突は,棒のようだ,名詞直喩
922,10,Q17,1,あの煙突は,直線的だ,字義
923,11,Q17,2,あの煙突は,そびえ立っている,字義
924,12,Q17,2,あの煙突は,堅牢で垂直だ,字義
925,13,Q17,3,あの煙突は,暗黒のようだ,名詞直喩
926,14,Q17,2,あの煙突は,細く長くたなびいている,字義
927,15,Q17,2,あの煙突は,棒のようだ,名詞直喩
928,16,Q17,2,あの煙突は,冷たくそびえたつ,字義
929,17,Q17,1,あの煙突は,そびえ立っている,字義
930,18,Q17,3,あの煙突は,直立で立ちグレーがかった色をしている,字義
931,19,Q17,1,あの煙突は,直立不動の状態である。,字義
932,20,Q17,1,あの煙突は,天に刺さるようだ,その他直喩
933,21,Q17,1,あの煙突は,直立している,字義
934,22,Q17,3,あの煙突は,タバコのようだ,名詞直喩
935,23,Q17,1,あの煙突は,もくもくしている,字義
936,24,Q17,1,あの煙突は,スッと空まで伸びている,その他隠喩
937,25,Q17,3,あの煙突は,電柱のようだ,名詞直喩
938,26,Q17,2,あの煙突は,立派だ,字義
939,27,Q17,1,あの煙突は,屹立している,字義
940,28,Q17,2,あの煙突は,真っすぐで丈夫だ,字義
941,29,Q17,3,あの煙突は,頑丈そのものだ,字義
942,30,Q17,2,あの煙突は,堅く垂直に立っている,字義
943,31,Q17,1,あの煙突は,直立不動だ,その他隠喩
944,32,Q17,3,あの煙突は,そびえ立っている,字義
945,33,Q17,3,あの煙突は,どんと実に堂々と構えている,その他隠喩
946,34,Q17,1,あの煙突は,直立している,字義
947,35,Q17,3,あの煙突は,天をも突き抜けるようだ,その他直喩
948,36,Q17,1,あの煙突は,そびえ立っている,字義
949,37,Q17,3,あの煙突は,垂直で堅さがありグレーだ,字義
950,38,Q17,1,あの煙突は,直線的に立っている,字義
951,39,Q17,2,あの煙突は,頑丈だ,字義
952,40,Q17,2,あの煙突は,垂直で、頑丈だ,字義
953,41,Q17,1,あの煙突は,そびえ立つ,字義
954,42,Q17,3,あの煙突は,細長い,字義
955,43,Q17,2,あの煙突は,たくましい,字義
956,44,Q17,3,あの煙突は,丈夫だ。,字義
957,45,Q17,3,あの煙突は,そびえたち、頑丈で、無配色だ,字義
958,46,Q17,3,あの煙突は,そびえたっている,字義
959,47,Q17,2,あの煙突は,空に向かってそびえ立っている,字義
960,48,Q17,2,あの煙突は,びくともしない,字義
961,49,Q17,2,あの煙突は,直立していて頑丈だ,字義
962,50,Q17,2,あの煙突は,垂直に伸び強固だ,字義
963,51,Q17,2,あの煙突は,硬い鉛筆のように、そびえ立っている,その他直喩
964,52,Q17,1,あの煙突は,真上に上っている,字義
965,53,Q17,1,あの煙突は,巨人だ,名詞隠喩
966,54,Q17,3,あの煙突は,垂直にそびえていて、硬質でモノクロだ,字義
967,55,Q17,1,あの煙突は,空に向かって立っている,字義
968,56,Q17,2,あの煙突は,直立しており、堅固だ,字義
969,57,Q17,2,あの煙突は,柱のように聳え立っている,その他直喩
970,58,Q17,2,あの煙突は,直立していて、堅固だ,字義
971,59,Q17,3,あの煙突は,汚れたロウソクのようだ,名詞直喩
972,60,Q17,1,あの煙突は,直立不動だ,その他隠喩
973,61,Q17,2,あの煙突は,垂直でカチカチ,字義
974,62,Q17,3,あの煙突は,配管だ,字義
975,63,Q17,1,あの煙突は,天に向かっている,その他隠喩
976,64,Q17,2,あの煙突は,直立不動である,その他隠喩
977,65,Q17,1,あの煙突は,軍人のようだ,名詞直喩
978,66,Q17,2,あの煙突は,電柱だ,名詞隠喩
979,67,Q17,3,あの煙突は,垂直に建てられており、頑丈で、濁った色だ,字義
980,68,Q17,3,あの煙突は,石碑だ。,名詞隠喩
981,69,Q17,3,あの煙突は,空に向かう大砲のようだ。,名詞直喩
982,70,Q17,3,あの煙突は,コンクリートのように無機質だ,その他直喩
983,71,Q17,1,あの煙突は,杉の木のようだ,名詞直喩
984,72,Q17,1,あの煙突は,ぽつんと立っている,字義
985,73,Q17,2,あの煙突は,棒のようだ,名詞直喩
986,74,Q17,2,あの煙突は,棒のようだ,名詞直喩
987,75,Q17,1,あの煙突は,垂直だ,字義
988,76,Q17,3,あの煙突は,直立で、反発せず、ねずみ色だ,字義
989,77,Q17,1,あの煙突は,直立不動,その他隠喩
990,78,Q17,3,あの煙突は,灰色の塔のようにそびえたつ,その他直喩
991,79,Q17,2,あの煙突は,一直線に伸びていて丈夫だ,字義
992,80,Q17,3,あの煙突は,ピンっと背筋が伸びており、頑丈で鼠色だ,字義
993,81,Q17,2,あの煙突は,直立しており、頑丈だ,字義
994,82,Q17,1,あの煙突は,曲がっていない,字義
995,83,Q17,3,あの煙突は,直立しており頑強で、鼠色だ,字義
996,84,Q17,1,あの煙突は,建物に刺さっている,字義
997,85,Q17,2,あの煙突は,直立不動だ,字義
998,86,Q17,3,あの煙突は,電柱みたいだ,名詞直喩
999,87,Q17,3,あの煙突は,電柱のようだ,名詞直喩
1000,88,Q17,1,あの煙突は,一直線に伸びている,字義
1001,89,Q17,3,あの煙突は,直立していて、グレイで、スマートに見える,字義
1002,90,Q17,2,あの煙突は,直立して頑強だ,字義
1003,91,Q17,3,あの煙突は,そびえたつグレーの塊だ,字義
1004,92,Q17,2,あの煙突は,墓標の様だ,名詞直喩
1005,93,Q17,2,あの煙突は,鉄の塔のようだ,名詞直喩
1006,94,Q17,1,あの煙突は,垂直だ,字義
1007,95,Q17,1,あの煙突は,墓標のようだ,名詞直喩
1008,96,Q17,3,あの煙突は,灰色鉛筆のようだ,名詞直喩
1009,97,Q17,1,あの煙突は,すくっとそびえている,字義
1010,98,Q17,1,あの煙突は,大黒柱のようだ,名詞直喩
1011,99,Q17,1,あの煙突は,直立している,字義
1012,100,Q17,1,あの煙突は,空に向かってすっくと伸びている,字義
1013,101,Q17,3,あの煙突は,空高く伸び、煙色に染まっている,字義
1014,102,Q17,1,あの煙突は,垂直になっている,字義
1015,103,Q17,3,あの煙突は,直線的で頑丈なねずみ色の建造物だ,字義
1016,104,Q17,2,あの煙突は,柱のようだ,名詞直喩
1017,105,Q17,3,あの煙突は,塔のようだ,名詞直喩
1018,106,Q17,1,あの煙突は,垂直だ,字義
1019,107,Q17,2,あの煙突は,直立不動で頑丈だ,その他隠喩
1020,108,Q17,2,あの煙突は,塔のようだ,名詞直喩
1021,109,Q17,2,あの煙突は,聳え立っている,字義
1022,111,Q17,2,あの煙突は,直立堅固だ,字義
1023,116,Q17,2,あの煙突は,天高く伸びており、丈夫だ,その他隠喩
1024,117,Q17,2,あの煙突は,まっすぐ空に伸びて揺るがない,字義
1025,123,Q17,1,あの煙突は,天空にそびえ立っている,その他隠喩
1026,127,Q17,1,あの煙突は,天に向かってそびえている,その他隠喩
1027,1,Q18,3,あの空は,清々しく美しい,字義
1028,2,Q18,3,あの空は,美しい,字義
1029,3,Q18,3,あの空は,ガラスのようだ,名詞直喩
1030,4,Q18,3,あの空は,宝石のようだ,名詞直喩
1031,5,Q18,3,あの空は,鮮やかで美しい,字義
1032,6,Q18,1,あの空は,どこまでも続く,字義
1033,7,Q18,2,あの空は,宝石のようだ,名詞直喩
1034,8,Q18,3,あの空は,晴れ渡っている,字義
1035,9,Q18,1,あの空は,チリ一つない,字義
1036,10,Q18,1,あの空は,青い,字義
1037,11,Q18,2,あの空は,青く突き抜ける,その他隠喩
1038,12,Q18,2,あの空は,清らかで美しい,字義
1039,13,Q18,3,あの空は,天使が住んでいる,その他隠喩
1040,14,Q18,2,あの空は,水晶のようだ,名詞直喩
1041,15,Q18,2,あの空は,秋の空だ,名詞隠喩
1042,16,Q18,2,あの空は,真っ青だ,字義
1043,17,Q18,1,あの空は,みずみずしい,字義
1044,18,Q18,3,あの空は,美しくまばゆいばかりの光を放つ,字義
1045,19,Q18,1,あの空は,青色だ。,字義
1046,20,Q18,1,あの空は,青い,字義
1047,21,Q18,1,あの空は,透明度が高い,字義
1048,22,Q18,3,あの空は,美しい光を映し出す,字義
1049,23,Q18,1,あの空は,クリアだ,字義
1050,24,Q18,1,あの空は,キレイで吸い込まれそうだ,その他隠喩
1051,25,Q18,3,あの空は,水のようだ,名詞直喩
1052,26,Q18,2,あの空は,美しい,字義
1053,27,Q18,1,あの空は,美しい,字義
1054,28,Q18,2,あの空は,透き通っていて美しい,字義
1055,29,Q18,3,あの空は,大自然そのものだ,字義
1056,30,Q18,2,あの空は,雲ひとつなく、遠くまでよく見える,字義
1057,31,Q18,1,あの空は,真っ青だ,字義
1058,32,Q18,3,あの空は,美しく映えている,字義
1059,33,Q18,3,あの空は,透明でキラキラした光を放つ,字義
1060,34,Q18,1,あの空は,雲ひとつない,字義
1061,35,Q18,3,あの空は,鏡のようだ,名詞直喩
1062,36,Q18,1,あの空は,雲ひとつない,字義
1063,37,Q18,3,あの空は,済み渡っていて美しく輝いている,字義
1064,38,Q18,1,あの空は,真っ青だ,字義
1065,39,Q18,2,あの空は,空気が綺麗だ,字義
1066,40,Q18,2,あの空は,透明な水のようだ,名詞直喩
1067,41,Q18,1,あの空は,透き通った青色だ。,字義
1068,42,Q18,3,あの空は,鏡だ,名詞隠喩
1069,43,Q18,2,あの空は,蒼い,字義
1070,44,Q18,3,あの空は,透明感がある。,字義
1071,45,Q18,3,あの空は,高く、澄み渡り、光り輝いている,字義
1072,46,Q18,3,あの空は,美しい,字義
1073,47,Q18,2,あの空は,広く青い,字義
1074,48,Q18,2,あの空は,触れたら気持ちよさそうだ,字義
1075,49,Q18,2,あの空は,すがすがしく、気持ちいい,字義
1076,50,Q18,2,あの空は,濁りがなく清らかだ,字義
1077,51,Q18,2,あの空は,美しく透き通っている,字義
1078,52,Q18,1,あの空は,きれいだ,字義
1079,53,Q18,1,あの空は,神々しい,字義
1080,54,Q18,3,あの空は,透明で美しく、輝きを反射している,字義
1081,55,Q18,1,あの空は,鮮やかだ,字義
1082,56,Q18,2,あの空は,透明感があり、美しい,字義
1083,57,Q18,2,あの空は,ビー玉のようだ,名詞直喩
1084,58,Q18,2,あの空は,真っ青で美しい,字義
1085,59,Q18,3,あの空は,美しい鏡のようだ,名詞直喩
1086,60,Q18,1,あの空は,晴れ渡っている,字義
1087,61,Q18,2,あの空は,雲もなく晴れやかだ,字義
1088,62,Q18,3,あの空は,オーロラのようだ,名詞直喩
1089,63,Q18,1,あの空は,どこまでも見える,字義
1090,64,Q18,2,あの空は,透明感がある,字義
1091,65,Q18,1,あの空は,湖のようだ,名詞直喩
1092,66,Q18,2,あの空は,湖だ,名詞隠喩
1093,67,Q18,3,あの空は,くもりがなく、美しく、輝きをまとっている,字義
1094,68,Q18,3,あの空は,クリスタルだ。,名詞隠喩
1095,69,Q18,3,あの空は,透明で美しい湖面のようだ。,名詞直喩
1096,70,Q18,3,あの空は,透き通る青が広がっている,字義
1097,71,Q18,1,あの空は,星が綺麗に見える,字義
1098,72,Q18,1,あの空は,澄み渡っている。,字義
1099,73,Q18,2,あの空は,ガラスのように美しい,その他直喩
1100,74,Q18,2,あの空は,晴れ渡っている,字義
1101,75,Q18,1,あの空は,雲一つない晴天だ,字義
1102,76,Q18,3,あの空は,青くて、透明で、まぶしさが目をくらませる,字義
1103,77,Q18,1,あの空は,何処までも青い,字義
1104,78,Q18,3,あの空は,雲一つない快晴だ,字義
1105,79,Q18,2,あの空は,真っ青で美しい,字義
1106,80,Q18,3,あの空は,曇りがなく美しく日光を反射している,字義
1107,81,Q18,2,あの空は,透明で、美しい,字義
1108,82,Q18,1,あの空は,綺麗な水のようだ,名詞直喩
1109,83,Q18,3,あの空は,清らかで美しく、鏡のようだ,その他直喩
1110,84,Q18,1,あの空は,一点の曇りもない,字義
1111,85,Q18,2,あの空は,澄明だ,字義
1112,86,Q18,3,あの空は,鏡の様だ,名詞直喩
1113,87,Q18,3,あの空は,湖面のようだ,名詞直喩
1114,88,Q18,1,あの空は,真っ青だ,字義
1115,89,Q18,3,あの空は,透き通っていて、美しくて、輝いて見える,字義
1116,90,Q18,2,あの空は,突き抜けるようで、美しい,字義
1117,91,Q18,3,あの空は,透明だ,字義
1118,92,Q18,2,あの空は,清流の様だ,名詞直喩
1119,93,Q18,2,あの空は,美しい湖のようだ,名詞直喩
1120,94,Q18,1,あの空は,透き通っている,字義
1121,95,Q18,1,あの空は,綺麗だ,字義
1122,96,Q18,3,あの空は,透き通り煌めく,字義
1123,97,Q18,1,あの空は,爽快な色をしている,字義
1124,98,Q18,1,あの空は,南国の海のようだ,名詞直喩
1125,99,Q18,1,あの空は,清らかだ,字義
1126,100,Q18,1,あの空は,雲ひとつない青空だ,字義
1127,101,Q18,3,あの空は,くすみがなく、一本の道筋ができているようだ,その他直喩
1128,102,Q18,1,あの空は,透き通るようだ,字義
1129,103,Q18,3,あの空は,透き通っていて美しく眩しい,字義
1130,104,Q18,2,あの空は,水面のようだ,名詞直喩
1131,105,Q18,3,あの空は,水面のようだ,名詞直喩
1132,106,Q18,1,あの空は,透明だ,字義
1133,107,Q18,2,あの空は,透明で見た目がいい,字義
1134,108,Q18,2,あの空は,水のようだ,名詞直喩
1135,109,Q18,2,あの空は,雲一つない,字義
1136,111,Q18,2,あの空は,透き通って美しい,字義
1137,116,Q18,2,あの空は,透き通るようで、魅力的だ,字義
1138,117,Q18,2,あの空は,透明で見たこともないくらい美しい,字義
1139,123,Q18,1,あの空は,透明感にあふれている,字義
1140,127,Q18,1,あの空は,透明だ,字義
1141,1,Q19,3,彼の子供は,無邪気だ,字義
1142,2,Q19,3,彼の子供は,かわいい,字義
1143,3,Q19,3,彼の子供は,天使だ,名詞隠喩
1144,4,Q19,3,彼の子供は,天使のようだ,名詞直喩
1145,5,Q19,3,彼の子供は,純粋だ,字義
1146,6,Q19,1,彼の子供は,輝いてる,字義
1147,7,Q19,2,彼の子供は,子猫のようだ,名詞直喩
1148,8,Q19,3,彼の子供は,天使のようだ,名詞直喩
1149,9,Q19,1,彼の子供は,愛嬌がある,字義
1150,10,Q19,1,彼の子供は,天使だ,名詞隠喩
1151,11,Q19,2,彼の子供は,エンジェルだ,名詞隠喩
1152,12,Q19,2,彼の子供は,純粋でいとおしい,字義
1153,13,Q19,3,彼の子供は,無邪気だ,字義
1154,14,Q19,2,彼の子供は,純粋だ,字義
1155,15,Q19,2,彼の子供は,天使だ,名詞隠喩
1156,16,Q19,2,彼の子供は,天使のようだ,名詞直喩
1157,17,Q19,1,彼の子供は,天使だ,名詞隠喩
1158,18,Q19,3,彼の子供は,めんこくて純粋で癒しをくれる,字義
1159,19,Q19,1,彼の子供は,愛らしい。,字義
1160,20,Q19,1,彼の子供は,目に入れてもいたくない,その他隠喩
1161,21,Q19,1,彼の子供は,愛らしい,字義
1162,22,Q19,3,彼の子供は,純粋だ,字義
1163,23,Q19,1,彼の子供は,いとおしい,字義
1164,24,Q19,1,彼の子供は,可愛らしい,字義
1165,25,Q19,3,彼の子供は,天使のようだ,名詞直喩
1166,26,Q19,2,彼の子供は,無邪気だ,字義
1167,27,Q19,1,彼の子供は,愛らしい,字義
1168,28,Q19,2,彼の子供は,可愛らしく純粋だ,字義
1169,29,Q19,3,彼の子供は,清純だ,字義
1170,30,Q19,2,彼の子供は,純粋でかわいらしい,字義
1171,31,Q19,1,彼の子供は,可憐だ,字義
1172,32,Q19,3,彼の子供は,天使のようだ,名詞直喩
1173,33,Q19,3,彼の子供は,純真で微笑ましい,字義
1174,34,Q19,1,彼の子供は,愛らしい,字義
1175,35,Q19,3,彼の子供は,子猫のようだ,名詞直喩
1176,36,Q19,1,彼の子供は,実に子供らしい,字義
1177,37,Q19,3,彼の子供は,愛おしくて無邪気でのほほんとする,字義
1178,38,Q19,1,彼の子供は,アイドルだ,名詞隠喩
1179,39,Q19,2,彼の子供は,純粋だ,字義
1180,40,Q19,2,彼の子供は,天使のようだ,名詞直喩
1181,41,Q19,1,彼の子供は,愛おしい。,字義
1182,42,Q19,3,彼の子供は,純粋だ,字義
1183,43,Q19,2,彼の子供は,ピュアだ,字義
1184,44,Q19,3,彼の子供は,可愛らしい。,字義
1185,45,Q19,3,彼の子供は,愛らしく、無邪気で、心が和む,字義
1186,46,Q19,3,彼の子供は,無邪気だ,字義
1187,47,Q19,2,彼の子供は,ナニモノにも染まっていない,その他隠喩
1188,48,Q19,2,彼の子供は,汚れていない,その他隠喩
1189,49,Q19,2,彼の子供は,愛らしく、無邪気だ,字義
1190,50,Q19,2,彼の子供は,愛嬌があって天真爛漫だ,その他隠喩
1191,51,Q19,2,彼の子供は,天使のようだ,名詞直喩
1192,52,Q19,1,彼の子供は,可憐だ,字義
1193,53,Q19,1,彼の子供は,心が躍る,その他隠喩
1194,54,Q19,3,彼の子供は,小さく、純粋で、微笑ましい,字義
1195,55,Q19,1,彼の子供は,キュートだ,字義
1196,56,Q19,2,彼の子供は,愛々しく、無邪気だ?,字義
1197,57,Q19,2,彼の子供は,まるで天使だ,名詞直喩
1198,58,Q19,2,彼の子供は,愛らしく、純真だ,字義
1199,59,Q19,3,彼の子供は,水晶のようだ,名詞直喩
1200,60,Q19,1,彼の子供は,目に入れても痛くないほどだ,その他直喩
1201,61,Q19,2,彼の子供は,見た目がよく純粋だ,字義
1202,62,Q19,3,彼の子供は,天使のようだ,名詞直喩
1203,63,Q19,1,彼の子供は,子犬のようだ,名詞直喩
1204,64,Q19,2,彼の子供は,無邪気だ,字義
1205,65,Q19,1,彼の子供は,フランス人形のようだ,名詞直喩
1206,66,Q19,2,彼の子供は,天使だ,名詞隠喩
1207,67,Q19,3,彼の子供は,純粋で、かわいらしい,字義
1208,68,Q19,3,彼の子供は,天使だ。,名詞隠喩
1209,69,Q19,3,彼の子供は,天使のようだ。,名詞直喩
1210,70,Q19,3,彼の子供は,純真で心があらわれる,その他隠喩
1211,71,Q19,1,彼の子供は,宝だ,名詞隠喩
1212,72,Q19,1,彼の子供は,愛らしい。,字義
1213,73,Q19,2,彼の子供は,愛らしく純粋だ,字義
1214,74,Q19,2,彼の子供は,無邪気だ,字義
1215,75,Q19,1,彼の子供は,愛らしい,字義
1216,76,Q19,3,彼の子供は,愛嬌たっぷりで、何も知らず、ほっこりする,字義
1217,77,Q19,1,彼の子供は,いとおしい,字義
1218,78,Q19,3,彼の子供は,天真爛漫だ,その他隠喩
1219,79,Q19,2,彼の子供は,純粋で汚れを知らない,その他隠喩
1220,80,Q19,3,彼の子供は,美しく純粋で心が和む,字義
1221,81,Q19,2,彼の子供は,美しく、純真だ,字義
1222,82,Q19,1,彼の子供は,目に入れても痛くない,その他隠喩
1223,83,Q19,3,彼の子供は,純粋で、心がなごむ,字義
1224,84,Q19,1,彼の子供は,宝物だ,名詞隠喩
1225,85,Q19,2,彼の子供は,ピュアだ,字義
1226,86,Q19,3,彼の子供は,天使だ,名詞隠喩
